BUSNUMBERSWAP
SwapPresentNum,SwapNewNum,SwapName,SwapAreaName,SwapNomVolt,SwapYesNo
29616,29616,20WCOLMB,EKPC,69.00,YES
29618,29618,20WCOLMJ,EKPC,69.00,YES
29626,29626,20WAYNE,EKPC,69.00,YES
29627,29627,20WAYNEJ,EKPC,69.00,YES
29628,29628,20WHITLY,EKPC,69.00,YES
29639,29639,20ZULAJ2,EKPC,69.00,YES
30282,30282,CAPE GIR,AMRN,161.00,YES
30333,30333,CHARLSTN,AMRN,161.00,YES
30492,30492,E W FKFT,AMRN,345.00,YES
30720,30720,HAYTI,AMRN,34.50,YES
30728,30728,HERRIN,AMRN,138.00,YES
30825,30825,JOPPA TS,AMRN,345.00,YES
30830,30830,JOPPA,AMRN,230.00,YES
30831,30831,JOPPA,AMRN,69.00,YES
30832,30832,JOPPA S,AMRN,69.00,YES
30849,30849,KELSO,AMRN,345.00,YES
30850,30850,KELSO,AMRN,161.00,YES
30974,30974,LUTESVIL,AMRN,345.00,YES
31023,31023,MARION S,AMRN,161.00,YES
31203,31203,MINER,AMRN,161.00,YES
31248,31248,MOUND CY,AMRN,161.00,YES
31289,31289,MUDDY,AMRN,138.00,YES
31350,31350,NORRIS,AMRN,345.00,YES
31375,31375,ORAN,AMRN,161.00,YES
31534,31534,PORTGVIL,AMRN,34.50,YES
31773,31773,ST FRANC,AMRN,345.00,YES
31785,31785,STJOHNAM,AMRN,230.00,YES
31916,31916,W FKFT E,AMRN,138.00,YES
31924,31924,W.FRKFT,AMRN,230.00,YES
31925,31925,W.FRKFT,AMRN,138.00,YES
33351,33351,5MRN_PLN,SIPC,161.00,YES
33352,33352,5RENSHAW,SIPC,161.00,YES
33353,33353,5ETOWN_S,SIPC,161.00,YES
33354,33354,4FRANKLN,SIPC,138.00,YES
33356,33356,2GALLATN,SIPC,69.00,YES
33359,33359,5JKSN_SB,SIPC,161.00,YES
33361,33361,5GALLATN,SIPC,161.00,YES
33375,33375,2ETOWN_S,SIPC,69.00,YES
33382,33382,2MRN_PLN,SIPC,69.00,YES
33383,33383,2RENSHAW,SIPC,69.00,YES
33388,33388,1MRNG4,SIPC,20.00,YES
33391,33391,JOPPA N,EEI,161.00,YES
33392,33392,JOPPA S,EEI,161.00,YES
33393,33393,JOPPA SR,EEI,161.00,YES
33394,33394,JOPPA TS,EEI,161.00,YES
33395,33395,JOPTAPX,EEI,161.00,YES
33396,33396,JOPTAPY,EEI,161.00,YES
52600,52600,N MADRD5,SWPA,161.00,YES
52602,52602,N MADRD2,SWPA,69.00,YES
52604,52604,MALDEN 2,SWPA,69.00,YES
52608,52608,KENNETT2,SWPA,69.00,YES
52610,52610,KENNETT5,SWPA,161.00,YES
52612,52612,PARAGLD5,SWPA,161.00,YES
52628,52628,SIKESTN5,SWPA,161.00,YES
52630,52630,SIKESTN2,SWPA,69.00,YES
52632,52632,SIKGEN 1,SWPA,13.80,YES
52634,52634,IDALIA 5,SWPA,161.00,YES
96006,96006,1NM G1,AECI,22.00,YES
96007,96007,1NM G2,AECI,22.00,YES
96035,96035,8NEWMAD,AECI,500.00,YES
96038,96038,7ESSEX,AECI,345.00,YES
96040,96040,7FLETCH,AECI,345.00,YES
96046,96046,7NEWMAD,AECI,345.00,YES
96048,96048,7STFRAN,AECI,345.00,YES
96051,96051,7WILHLM,AECI,345.00,YES
96056,96056,5ASHRVL,AECI,161.00,YES
96075,96075,5ESSEX,AECI,161.00,YES
96083,96083,5GIBSON,AECI,161.00,YES
96103,96103,5NEWMAD,AECI,161.00,YES
96115,96115,5STFRAN,AECI,161.00,YES
96170,96170,2NMCLTP,AECI,69.00,YES
97209,97209,2HARVEL,AECI,69.00,YES
97243,97243,2IDALIA,AECI,69.00,YES
97246,97246,2LILBRN,AECI,69.00,YES
97286,97286,2BAELLS,AECI,69.00,YES
97291,97291,2GIBSON,AECI,69.00,YES
98701,98701,6HN LAK,EES,230.00,YES
98702,98702,5HN LAK,EES,161.00,YES
98703,98703,3HN LAK,EES,115.00,YES
98704,98704,3PLUM PT,EES,115.00,YES
98706,98706,3CRNSHW,EES,115.00,YES
98707,98707,6FRPORT,EES,230.00,YES
98708,98708,3DESOTO,EES,115.00,YES
98709,98709,3WALLS,EES,115.00,YES
98710,98710,6ROBNVL,EES,230.00,YES
98711,98711,3NESBT*,EES,115.00,YES
98714,98714,3CLDWTR,EES,115.00,YES
98715,98715,3SNTOBI,EES,115.00,YES
98716,98716,3SARDIS,EES,115.00,YES
98718,98718,6TUNICA,EES,230.00,YES
98719,98719,3TUNICA,EES,115.00,YES
98729,98729,6BATESV,EES,230.00,YES
98730,98730,3BATESV,EES,115.00,YES
98731,98731,3MARKS,EES,115.00,YES
98732,98732,3COMO  1,EES,115.00,YES
98733,98733,3DREW  1,EES,115.00,YES
98735,98735,6ENID  2,EES,230.00,YES
98758,98758,3WEBB  1,EES,115.00,YES
98759,98759,6ANDRUS,EES,230.00,YES
98769,98769,6INDOLA,EES,230.00,YES
98770,98770,3INDIAN,EES,115.00,YES
98789,98789,6TILTOB,EES,230.00,YES
98808,98808,8MCADAM,EES,500.00,YES
98809,98809,6MCADAM,EES,230.00,YES
98810,98810,6ATTALA,EES,230.00,YES
98811,98811,3ATTALA,EES,115.00,YES
98813,98813,6PICKNS,EES,230.00,YES
98814,98814,3PICKNS,EES,115.00,YES
98875,98875,6CANTON,EES,230.00,YES
98906,98906,3LIVSTN,EES,115.00,YES
98919,98919,3RX BRN,EES,115.00,YES
98930,98930,8R.BRAS,EES,500.00,YES
98931,98931,6R.BRAS,EES,230.00,YES
98932,98932,3R.BRAS,EES,115.00,YES
98934,98934,3FLORA,EES,115.00,YES
98935,98935,8LAKEOV,EES,500.00,YES
98936,98936,3LAKEOV,EES,115.00,YES
98937,98937,8B.WLSN,EES,500.00,YES
98940,98940,2B.WLSNI,EES,69.00,YES
99333,99333,8SHERID,EES,500.00,YES
99340,99340,8WH BLF,EES,500.00,YES
99341,99341,3WH BLF,EES,115.00,YES
99342,99342,BLUF U1,EES,22.00,YES
99343,99343,BLUF U2,EES,22.00,YES
99486,99486,8ANO,EES,500.00,YES
99488,99488,ANO  U1,EES,22.00,YES
99489,99489,ANO  U2,EES,22.00,YES
99565,99565,8MABEL,EES,500.00,YES
99572,99572,8MAYFL,EES,500.00,YES
99600,99600,6BRNK-E,EES,230.00,YES
99615,99615,5FCTY-S,EES,161.00,YES
99626,99626,5HUGHES,EES,161.00,YES
99627,99627,8KEO  50,EES,500.00,YES
99647,99647,6RICUS,EES,230.00,YES
99648,99648,RITC U1,EES,22.00,YES
99649,99649,RITC U2,EES,13.80,YES
99650,99650,3RITCH,EES,115.00,YES
99651,99651,6RITCH,EES,230.00,YES
99656,99656,5T.E.#6,EES,161.00,YES
99732,99732,5BLYELM,EES,161.00,YES
99735,99735,5BLYINT,EES,161.00,YES
99741,99741,5DELL  1,EES,161.00,YES
99742,99742,8DELL  5,EES,500.00,YES
99743,99743,5DELL-E#,EES,161.00,YES
99744,99744,5EBON N*,EES,161.00,YES
99748,99748,5HAYTI,EES,161.00,YES
99752,99752,3JIMHL,EES,115.00,YES
99753,99753,5JIMHL,EES,161.00,YES
99760,99760,5MONETE,EES,161.00,YES
99764,99764,5NEWPO,EES,161.00,YES
99766,99766,5OSCEOLN,EES,161.00,YES
99773,99773,5PRTGVL,EES,161.00,YES
99775,99775,5MNILA#,EES,161.00,YES
99787,99787,5WM-EHV,EES,161.00,YES
99788,99788,8WM-EHV,EES,500.00,YES
99790,99790,5WM-LH1,EES,161.00,YES
99791,99791,5WM-LH2,EES,161.00,YES
99792,99792,5WM-POK,EES,161.00,YES
99817,99817,5ISES  1,EES,161.00,YES
99818,99818,8ISES  5,EES,500.00,YES
99819,99819,ISES U1,EES,22.00,YES
99820,99820,ISES U2,EES,22.00,YES
99826,99826,5MORFLD,EES,161.00,YES
99829,99829,5NEWARK,EES,161.00,YES
99842,99842,5RCT N#,EES,161.00,YES
99844,99844,5OSCL N,EES,161.00,YES
99850,99850,8DELL #,EES,500.00,YES
99900,99900,5LSPWR,BCA,161.00,YES
